,"Cholesterol, Total",HDL Cholesterol,Triglycerides,LDL-Cholesterol,Chol/HDLC Ratio,Non HDL Cholesterol,Glucose,Urea Nitrogen (BUN),Creatinine,eGFR non-African American,eGFR African American,Sodium,Potassium,Chloride,Carbon Dioxide,Calcium,"Protein, Total",Albumin,Globulin,Albumin/Globulin Ratio,"Bilirubin, Total",Alkaline Phosphatase,AST,ALT,TSH,Sed Rate,White Blood Cell Count,Red Blood Cell Count,Hemoglobin,Hemocrit,MCV,MCH,MCHC,RDW,Platelet Count,MPV,Absolute Neutrophils,Absolute Lymphocytes,Absolute Monocytes,Absolute Eosinophils,Absolute Basophils,Neutrophils,Lymphocytes,Eosinophils,Monocytes,Basophils,Vitamin B12,C-Reactive Protein
RAND36.Physical Functioning,0.5668500543816474,0.435629325709043,0.42189009782780473,0.03767341094032601,0.40060090640155854,0.9750355744426309,0.020189813313397833,0.681805442799777,0.1352471735026993,0.09661597824782112,0.4391812475115728,0.03279806530831992,0.015571033721612592,0.08272665950325707,0.2700620163100011,0.07072569267817223,0.15143277479520834,0.2087381143857164,0.11192145074675862,0.08251243152325792,0.09114703308178124,0.017729928876412185,0.0,0.5051787722227096,0.09551618038126738,0.0459252332667821,0.020205426555766112,0.18600442825153124,0.2452575409800454,0.02373078535492014,0.09195623777692402,0.028008482812487513,0.30075715203970105,0.40684621997433107,0.1553964853885709,0.01640747655662697,0.007398779881842808,0.3821407494745547,0.4877531710101004,0.06876456256070516,0.12472448212179518,0.94507978610192,0.6621383076850411,0.04296029342795194,0.032708852557242346,0.09503669003207467,0.29199611838369915,0.022925711402567026
RAND36.Role Limitations due to Physical Health,0.6572285740809107,0.013842076348967532,0.0,0.2525365866540633,0.03527600898725261,1.0582073959892018,0.1003998661163998,0.5611401832640528,0.018608748283330003,0.13535784097603867,0.43516285958809137,0.022177120024100265,0.06786317894148496,0.1788090973711775,0.22921499715391033,0.03149689311017177,0.24248442193127706,0.02601018382141732,0.24498885832179046,0.3786697406553505,0.04136437360935504,0.08697606307740027,0.04577746423330181,0.5039391990157678,0.047488883116375114,0.08787238349879041,0.27541886725781994,0.08097368546839365,0.17792634805613694,0.17469452207539646,0.17972273415541148,0.22559455872100018,0.01191996064096094,0.2926732349982463,0.03436837550877769,0.04914013319896234,0.3613505838810731,0.36015993951806013,0.47189634420191306,0.2907507008980586,0.16452527150623622,0.9660877592046695,0.7497160022426647,0.21395018996032725,0.21282239869073374,0.038644012334582284,0.21970179900562545,0.024049394859501638
RAND36.Role Limitations due to Emotional Problems,1.0469755520431598,0.2468385150979124,0.30148933376666914,0.10810724011026747,0.13781533482537012,0.8591551281949003,0.11323738296635512,0.744917456220647,0.15385921288205495,0.36369471550309923,0.3179992460559655,0.21601555500476904,0.047629199420688266,0.2955790426290619,0.21792610574362895,0.25676406660661577,0.005642203537118264,0.17083548643733543,0.26029494995432134,0.06759811329376267,0.1892820551124768,0.38129872947051413,0.07147300628819399,0.4513521832516904,0.13460001469850996,0.13946377582345088,0.5352635807580784,0.15940099932267038,0.7359441840511597,0.0,0.09199537901883957,0.3609619935478232,0.18964150821853262,0.08183688195192515,0.2360255678192512,0.017363056673707748,0.668277412629792,0.44762245487976826,0.9159019078532165,0.20281434003520063,0.028456590634900386,1.074574036460163,1.0275853822091365,0.04636494445975184,0.012160510873797967,0.03626333700592067,0.023937078454443508,0.010020229253276097
RAND36.Energy/Fatigue,0.6260385296715647,0.008589716066998291,0.13188291949166012,0.27870514503983956,0.09190419661427371,1.07847227044433,0.0,0.7153590305388481,0.028013270971320087,0.021484584401779173,0.3030121921985066,0.03017555047478957,0.04783745901709866,0.062299945662264176,0.04533156771750328,9.243390467457137e-05,0.0956359929845941,0.2594020873149193,0.25109349640997974,0.27101555350774614,0.07468449492841918,0.1993002839006224,0.007999676393412132,0.48675052228779053,0.08366723254569021,0.09635415259602442,0.11529802469081962,0.03174087938763993,0.2386288454764171,0.08237167125018041,0.09431382778286564,0.08228633604538607,0.3090066711112067,0.11736332427144641,0.009485795237688164,0.26446151931964046,0.17760078983237995,0.26171826611323096,0.3856281388519599,0.18417817962085928,0.03183514746062807,0.8178918926399444,0.6465763614299151,0.16548950084754993,0.4319758774529226,0.07425824439323207,0.10147607042620091,0.054029712849501456
RAND36.Emotional wellbeing,0.6770180801386262,0.2801933392016377,0.433103969123119,0.527783299463265,0.2201846517296121,1.0706483329693832,0.018297487765208474,0.7676221223303539,0.25238766755245284,0.1965890149514066,0.3995161557204911,0.19844385992871622,0.18420752106472338,0.14935705630775784,0.050517023657768306,0.021436822442521427,0.06265876951067884,0.02330051121715729,0.04487087559365831,0.1148319479120834,0.2727196262631626,0.16371210579869874,0.07479205711268769,0.6485641672726745,0.1290736026029451,0.020660251601526108,0.2366216931601545,0.09966889744847782,0.7547482438269297,0.11574041888665468,0.18127914106504883,0.16708594127147378,0.13745506569473223,0.38469293659136805,0.08957807057883083,0.44586633983624313,0.7059788398058799,0.14230136810743196,0.5563064461326487,0.2591827992281948,0.0,0.8545060517030381,0.7067073034759888,0.09471329880918428,0.17238755563350414,0.19027112021071044,0.13186534438961672,0.3045328988486197
RAND36.Social Functioning,0.48304983232436116,0.1732037919718962,0.0671787853143822,0.03710348040804118,0.028123819783134562,0.9745000441459072,0.07040814661823207,0.5506356046799542,0.030751251722681817,0.15911929124151852,0.2932215557372331,0.05697390522373949,0.3629342945997192,0.0600892511917765,0.22062451052730864,0.38746428845986053,0.20478679507148195,0.10781252856822071,0.01574077524792642,0.26255480203825216,0.028333421092374658,0.3274324263546041,0.08133402559438803,0.47492879269066074,0.008384736387645936,0.007015841272543818,0.05089780549672904,0.07163767522635231,0.006247512314898624,0.14211369948981473,0.033620296534439785,0.028494981119616482,0.026609934788966633,0.2012778016662933,0.011741306408517355,0.0010926157655820395,0.05949314247424101,0.0,0.3207880627999004,0.03808866556711527,0.035024632997029716,0.8917551699129866,0.6193343782011791,0.09512337602485961,0.02467023179548094,0.4344910708750491,0.23306983437158477,0.1552486349589074
RAND36.Pain,0.4681055406148721,0.41521042177462997,0.0,0.04622426717437583,0.07740739805590659,1.0434689021897483,0.046350329645504854,0.701360393475411,0.05406989531199408,0.32817097149561336,0.34453356905298493,0.046102487237591604,0.027390711375253653,0.03749894376086595,0.013584246480287865,0.29227060334562704,0.12671479817602677,0.08870298048868305,0.3426687236470153,0.16557332781129075,0.31934658293841117,0.09890246170899321,4.39210075348163e-05,0.4879025357234504,0.03738148467767283,0.08258288182305461,0.006739151931196528,0.11856984827194077,0.18017427583105644,0.08211666389148087,0.010024164799843619,0.0484914080900596,0.298156548677805,0.10034882758724253,0.45496699928560225,0.138954909992152,0.2532302453346669,0.4240274048963287,0.36726306793038777,0.3637836940348745,0.17903469422829363,1.000371487117678,0.6757635617911639,0.006522295550206447,0.10495284195785128,0.02842104775662991,0.23004840786401223,0.05234510431921663
RAND36.General Health,0.49454854899156353,0.10698969480960482,0.019923231547228436,0.039945058123711505,0.008160204700434897,1.0831454023490605,0.05150274249521004,0.6479988702412006,0.09956198432741493,0.12874138489527118,0.33117253746227715,0.02482794083354796,0.10728032713404559,0.30793867927215784,0.3089312612659626,0.3865738002264045,0.45003625194149005,0.18373609299409172,0.06643752667216798,0.0622408856502866,0.06236797300058948,0.359290633672273,0.3752526567960592,0.5539414899671624,0.03286081130764359,0.11527056230138964,0.013119173981483595,0.038190838857275984,0.07627911091466545,0.06839359448040741,0.016915881782834836,0.16522953250147715,0.38177503810513774,0.2388273169332832,0.18554232611258506,0.34510472014410615,0.07637946529866035,0.44202347515135565,0.333030880538828,0.13894271776796233,0.04528085115779745,0.9825192260343016,0.7596483207930373,0.05253104852676919,0.008809590800713848,0.025330176206187077,0.0,0.26847759749877026
DANA.Cognitive Efficiency,0.40015537683458324,0.38322005659016206,0.36088511579453575,0.26259405390898355,0.20414171990797722,1.145459874418736,0.10797707362523264,0.5672824202007467,0.11899536833188042,0.0958139836884325,0.35977588897014706,0.026645372990022113,0.08436180656573623,0.027085554761828147,0.015704386809764333,0.24610375869179177,0.02680990937503972,0.09112881785038837,0.0,0.07783325002689048,0.0776733611029702,0.05721773431280369,0.010215447838040626,0.4209652409618698,0.1304067556109932,0.02027472705687803,0.06429391883876925,0.02613085006120615,0.02638826258344893,0.11307846075776708,0.018858366220857653,0.3007145248185825,0.017153356375226584,0.2176522870334579,0.029836553844394393,0.02878647185453814,0.1011873533160308,0.046499189439658514,0.025764869360466548,0.07261868503499884,0.26491072588097614,0.8327689328249094,0.48319200514821775,0.21097980798294236,0.07025584544473591,0.1374008556928879,0.31116868882603327,0.011034721728912483
NLT.Orthostatic Intolerance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
